"author_handle","likes","mentions","permalink","shares","source_favorites","source_followers","source_following","tags","main"
"BleuBlancCoeur","4.0","","https://twitter.com/BleuBlancCoeur/status/872485847341334529","5.0","5430.0","6420","3885.0","['abeilles']","« Des carences en oméga-3 pourraient expliquer la disparition massive des colonies d’#abeilles » [@Jerusalem_Post] : http://www.jpost.com/Edition-Francaise/Social-Eco/Abeilles-en-d%C3%A9tresse-494781 …"
"VirginieDevigne","0.0","","https://www.twitter.com/VirginieDevigne/status/872137402428653568","0.0","1302.0","154","723.0","['StopNéonics', 'abeilles']",".@EPhilippePM résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"17070908","0.0","","https://www.twitter.com/17070908/status/870697880041930752","0.0","188.0","30","127.0","['StopNéonics', 'abeilles']",".@N_Hulot résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"Cocop64","0.0","","https://www.twitter.com/Cocop64/status/871072338791608320","0.0","0.0","0","0.0","['StopNeonics', 'abeilles']",".@AgnesBuzyn Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies"
"mimi6werth","0.0","","https://www.twitter.com/mimi6werth/status/871077970198265856","0.0","0.0","0","0.0","['StopNeonics', 'abeilles']",".@EPhilippePM Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies"
"john_repo","0.0","","https://www.twitter.com/john_repo/status/870681134316756992","0.0","0.0","0","0.0","['StopNeonics', 'abeilles']",".@N_Hulot Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies"
"jourdrensyl","0.0","","https://www.twitter.com/jourdrensyl/status/872357185321398272","0.0","0.0","0","0.0","['abeilles']","#abeilles en diminution nette dans mon jardin. Que faire pour les préserver ?"
"apisurbanica75","2.0","","https://www.twitter.com/apisurbanica75/status/871324012185604096","0.0","0.0","0","0.0","['abeilles', 'apiculture', 'mellifère', 'miel', 'paris', 'tilleul']","Le #tilleul: une floraison essentielle pour la production d'un #miel de #paris #mellifère #abeilles #apiculture http://www.apisurbanica.com "
"Label_Abeille","0.0","","https://www.twitter.com/Label_Abeille/status/870192723684450305","0.0","594.0","458","614.0","['LFDay', 'abeilles', 'agTech', 'agri', 'innovations']","#LFDay On y parle #agTech, #innovations #agri et #abeilles 🐝 = meilleure pollinisation = meilleurs rendements = meilleure biodiversité !"
"fredgoguet","0.0","","https://www.twitter.com/fredgoguet/status/871735712676237312","0.0","294.0","481","746.0","['abeilles', 'publicisbastille', 'rooftop', 'soleil']","J'aime pas être interrompu dans mon taf, sauf si c'est pour regarder un déménagement de ruche #publicisbastille #rooftop #abeilles #soleil"
"MEYREAline","0.0","","https://www.twitter.com/MEYREAline/status/870082880805974016","0.0","1671.0","76","302.0","['StopNeonics', 'abeilles']",".@AgnesBuzyn Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies http://bit.ly/2qVvuvP "
"yoannbalestrat","4.0","","https://www.twitter.com/yoannbalestrat/status/871776769669464064","1.0","3.0","1364","2487.0","['SEDD2017', 'SaintJunien', 'abeilles', 'miel']","#SaintJunien #SEDD2017 Animation-découverte sur les #abeilles et le #miel : exposition, dégustation et fabrication de bombes à graines !"
"cronremy","0.0","","https://www.twitter.com/cronremy/status/870870164614545409","0.0","","0","","['StopNéonics', 'abeilles']",".@MezardJacques résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"MeilleureNego","0.0","","https://www.twitter.com/MeilleureNego/status/870134848660398080","0.0","","0","","['StopNéonics', 'abeilles']",".@EPhilippePM résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles http://bit.ly/2qVvuvP "
"GGClindoeil","0.0","","https://www.twitter.com/GGClindoeil/status/871282146861887488","0.0","0.0","0","0.0","['abeilles', 'planete']","https://www.rts.ch/info/suisse/8672996-quand-la-mort-des-abeilles-devient-un-business.html … C'est avant tout notre responsabilité que de participer à la sauvegarde et respect de la nature #planete #abeilles"
"mamaeditions","0.0","","https://www.twitter.com/mamaeditions/status/871985193107828736","0.0","3.0","443","345.0","['abeilles', 'demoiselle', 'jeunefille']","Chez les #abeilles, qu'est ce qu'une #demoiselle ? ou #jeunefille ? la réponse p49 du livre le Chant des abeilles de Jacqueline Freeman"
"NRENAUDTALBOT","0.0","","https://www.twitter.com/NRENAUDTALBOT/status/871987776123805696","0.0","0.0","0","0.0","['abeilles', 'néonicotinoïdes', 'pétition']","La Commission européenne planche sur une interdiction totale des #néonicotinoïdes ! http://sumof.us/309310595t?rid=20105545 … #abeilles #pétition"
"SYLVYA77","0.0","","https://www.twitter.com/SYLVYA77/status/870948626121588737","0.0","3693.0","490","2467.0","['StopNéonics', 'abeilles']",".@AgnesBuzyn résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"Oliviergarcia68","0.0","","https://www.twitter.com/Oliviergarcia68/status/870929985653100544","0.0","0.0","0","0.0","['StopNeonics', 'abeilles']",".@MezardJacques Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies"
"berblanc2","2.0","","https://www.twitter.com/berblanc2/status/871383033412292609","0.0","25.0","5766","6093.0","['abeilles', 'pesticides']","4/5 «A Sainte-Clotilde, de fleur en buisson, abeille butine à foison.» Sauf que les #abeilles flinguées par les #pesticides manquent au RV."
"ExitBabylone","2.0","","https://www.twitter.com/ExitBabylone/status/871687169169137665","2.0","5.0","2210","1268.0","['abeilles']","les #abeilles agonisent mais le peuple s'en branle ! https://www.facebook.com/M.Mondialisation/videos/1728941993788866/ …"
"Minella_am","0.0","","https://www.twitter.com/Minella_am/status/870367036513366016","0.0","0.0","1","12.0","['StopNéonics', 'abeilles']",".@N_Hulot résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles http://bit.ly/2qVvuvP "
"Valmontin","0.0","","https://www.twitter.com/Valmontin/status/870306472571392000","0.0","1068.0","293","1560.0","['abeilles']","Le Canada sur le point d'interdire un poison tueur d'#abeilles! Aidons-les à résister aux lobbyistes - Signez et RT"
"oliver_tink","1.0","","https://www.twitter.com/oliver_tink/status/870292517022990336","1.0","22.0","105","312.0","['abeilles', 'colibri', 'photo']","Aujourd'hui, je souhaitais partager cette très belle #photo : #abeilles et #colibri partageant la même source d'eau. © Toshiyasu Morita"
"icko_apiculture","0.0","","https://twitter.com/icko_apiculture/status/870236738777690113","0.0","399.0","727","544.0","['Lisses', 'abeilles', 'miel']","Samedi 3 juin à #Lisses : découverte de la vie des #abeilles et du #miel Lissois. 🍯🐝🌸"
"ENYLSI","0.0","","https://www.twitter.com/ENYLSI/status/870577959949742080","0.0","391.0","30","243.0","['StopNeonics', 'abeilles']",".@N_Hulot Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies http://bit.ly/2qVvuvP "
"Samuel_Javelle","0.0","['EMLYON', 'makerslab_']","https://www.twitter.com/Samuel_Javelle/status/870575847740231685","0.0","852.0","259","222.0","['abeilles']","@EMLYON on installe les #abeilles dans les ruches connectées fabriquées @makerslab_ !!!"
"MiellerieG","0.0","","https://www.twitter.com/MiellerieG/status/870713339781013506","0.0","0.0","0","0.0","['abeilles']","Liste de plantes attractives pour les #abeilles http://fb.me/62VLiwnDJ "
"VDNCalais","0.0","['lavoixdunord']","https://www.twitter.com/VDNCalais/status/870286119975497729","0.0","12.0","3084","157.0","['Coulogne', 'abeilles']","#Coulogne :des riverains en conflit avec un apiculteur à cause des déjections d’#abeilles : http://www.lavoixdunord.fr/170991/article/2017-06-01/dejections-d-abeilles-des-riverains-en-conflit-avec-un-apiculteur … via @lavoixdunord"
"jeannineBienfa1","0.0","","https://www.twitter.com/jeannineBienfa1/status/870290663979483137","0.0","0.0","0","0.0","['StopNeonics', 'abeilles']",".@EPhilippePM Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies http://bit.ly/2qVvuvP "
"MarieCsy19","0.0","['Pescalune']","https://www.twitter.com/MarieCsy19/status/872428053447749633","0.0","578.0","95","208.0","['abeilles', 'écologie']","#écologie : 5 façons d’aider les #abeilles domestiques via @Pescalune http://sco.lt/7S89Ld "
"PanierTouraine","0.0","","https://www.twitter.com/PanierTouraine/status/871009174196543488","1.0","17.0","214","60.0","['Tours', 'abeilles', 'locavore', 'miel']","Vincent Lamamy rejoint Panier de Touraine !!! Il propose diverses variétés de miel ainsi que du pollen sec. #miel #abeilles #Tours #locavore"
"hostabee","0.0","['rtlinfo']","https://www.twitter.com/hostabee/status/871362003654332417","0.0","3043.0","675","470.0","['NewYork', 'abeilles']","🐝#NewYork: des milliers d'#abeilles prennent d'assaut une camionnette en plein cœur de la ville (vidéo) http://www.rtl.be/info/monde/international/new-york-des-milliers-d-abeilles-prennent-d-assaut-un-van-jaune-en-plein-coeur-la-ville-video--923742.aspx … via @rtlinfo"
"Dav_Jourdan","0.0","['montebourg']","https://www.twitter.com/Dav_Jourdan/status/872144574675865600","0.0","276.0","161","183.0","['abeilles', 'miel']","@montebourg faire bosser les autres voilà sa spécialité #miel #abeilles"
"BiologiaPensamt","0.0","","https://www.twitter.com/BiologiaPensamt/status/870888977783549952","0.0","900.0","656","821.0","['abeilles', 'néonicotinoïdes', 'pétition']","Nous n’avons jamais été aussi près de sauver les #abeilles en Europe http://sumof.us/308661315t?referrer_id=20101125 … #pétition #néonicotinoïdes"
"MeilleureNego","0.0","","https://www.twitter.com/MeilleureNego/status/870134989127647232","0.0","0.0","0","0.0","['StopNéonics', 'abeilles']",".@AgnesBuzyn résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles http://bit.ly/2qVvuvP "
"mamaeditions","0.0","","https://www.twitter.com/mamaeditions/status/871650313111035904","0.0","3.0","441","345.0","['abeilles', 'mamaeditions']","Les abeilles parlent .... et elles chuchotent à l'oreille de Jacqueline Freeman. http://ow.ly/cz6030cjBhB  #mamaeditions #abeilles"
"Label_Abeille","0.0","","https://www.twitter.com/Label_Abeille/status/870189684269494273","0.0","594.0","458","614.0","['LFday', 'abeilles', 'agTech', 'agri', 'innovations']","#LFday On y parle #agTech, #innovations #agri et #abeilles 🐝 = meilleure pollinisation = meilleurs rendements = meilleur biodiversité !"
"icko_apiculture","1.0","","https://www.twitter.com/icko_apiculture/status/871682980368003072","0.0","399.0","727","544.0","['abeilles', 'fleur']","Sois comme la #fleur, épanouis-toi librement et laisse les #abeilles dévaliser ton cœur ! 🌺 - de Râmakrishna. Photo : Altin Sakal Aricilik"
"editionsquae","0.0","['Mosaique_Die']","https://www.twitter.com/editionsquae/status/870241519013437440","0.0","245.0","511","431.0","['Agenda', 'abeilles']","#Agenda | Le 3 juin, J. Bulleyment nous dit tout sur la démocratie chez les #abeilles à la librairie @Mosaique_Die > http://bit.ly/2qr7br4 "
"icigervais","0.0","","https://www.twitter.com/icigervais/status/870418916539019264","1.0","509.0","1330","1148.0","['abeilles', 'bees']","Opération sauvetage d'abeilles à Winnipeg. #bees #abeilles http://ici.radio-canada.ca/nouvelle/1037364/abeilles-essaim-sauvetage-saint-vital-ray-giguere …"
"Vetitude","1.0","","https://www.twitter.com/Vetitude/status/872059306077810689","2.0","54.0","2980","287.0","['Agriculture', 'abeilles', 'pollinisation']","#Agriculture : les #abeilles transformées en esclaves de la #pollinisation http://buff.ly/2syqD2x "
"MarieCsy19","0.0","['Zehub']","https://www.twitter.com/MarieCsy19/status/872427719841198081","0.0","578.0","95","208.0","['Agriculture', 'abeilles', 'pollinisation']","#Agriculture : les #abeilles transformées en esclaves de la #pollinisation via @Zehub http://sco.lt/7b4Vwf "
"NatPeltier","0.0","","https://www.twitter.com/NatPeltier/status/870764193628205056","0.0","112.0","16","46.0","['StopNéonics', 'abeilles']",".@N_Hulot résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles http://bit.ly/2qVvuvP ."
"FPhyto","0.0","['valhor_eqdv', 'FranceAgriMerFR']","https://www.twitter.com/FPhyto/status/872374355996663808","5.0","397.0","2012","1123.0","['abeilles', 'pollinisateurs']","Liste des plantes attractives pour les #abeilles #pollinisateurs @valhor_eqdv @FranceAgriMerFR http://www.forumphyto.fr/2017/06/07/liste-des-plantes-attractives-pour-les-abeilles-franceagrimer/ …"
"capwild","0.0","","https://www.twitter.com/capwild/status/870929365097426948","0.0","0.0","0","0.0","['Agriculture', 'abeilles', 'champs']","Sur 10 ans, le taux de mortalité des #abeilles 🐝 est passé de 5 % à 30 %. #Agriculture bio : la clé des #champs"
"ITSAPinstitut","0.0","","https://www.twitter.com/ITSAPinstitut/status/870312860550877184","0.0","0.0","364","219.0","['abeilles', 'apiculture']","Pertes de colonies hiver 2016, premiers résultats - ITSAP #abeilles #apiculture"
"7ecologique","1.0","","https://www.twitter.com/7ecologique/status/871757546113118208","0.0","1497.0","882","1877.0","['abeilles']","Esclavagisme à tous les étages - Agriculture : les #abeilles transformées en esclaves de la pollinisation Bioaddict http://www.bioaddict.fr/article/agriculture-les-abeilles-transformees-en-esclaves-de-la-pollinisation-a5639p1.html …"
"alaindelavie","3.0","['FranceAgriMerFR']","https://www.twitter.com/alaindelavie/status/871958548628033537","6.0","705.0","1981","897.0","['abeilles']","Liste des plantes nectarifères et pollinifères à semer et à planter @FranceAgriMerFR #abeilles http://www.pariscotejardin.fr/2017/06/liste-des-plantes-nectariferes-et-polliniferes-a-semer-et-a-planter/ …"
"editionsquae","0.0","['Mosaique_Die']","https://www.twitter.com/editionsquae/status/870891299473309696","0.0","245.0","511","431.0","['Agenda', 'abeilles']","#Agenda | J. Bulleyment nous dit tout sur la démocratie chez les #abeilles aujourd. à 10h30 librairie @Mosaique_Die"
"ENYLSI","0.0","","https://www.twitter.com/ENYLSI/status/870578010864463872","0.0","391.0","30","243.0","['StopNéonics', 'abeilles']",".@MezardJacques résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles http://bit.ly/2qVvuvP "
"Sentinailes","0.0","['Sentinailes']","https://www.twitter.com/Sentinailes/status/870533632259223552","0.0","0.0","0","0.0","['SMARTCITY', 'SWTOURS', 'abeilles', 'ruches']","@Sentinailes est ce matin à la DR du CA Touraine Poitou #SWTOURS #SMARTCITY #abeilles #ruches interconnectée Merci de leur accueil"
"CyrilleGiquello","0.0","['N_Hulot']","https://www.twitter.com/CyrilleGiquello/status/871265452277760000","0.0","1303.0","608","320.0","['StopNéonics', 'abeilles']","@N_Hulot résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"abeille_essaim","0.0","['VilledeQuimper']","https://www.twitter.com/abeille_essaim/status/870761978897321984","0.0","0.0","0","0.0","['Braden', 'Quimper', 'abeilles', 'essaim']","#Quimper #Braden ce jour #abeilles #essaim récupéré @VilledeQuimper"
"ruchersmarensin","0.0","","https://www.twitter.com/ruchersmarensin/status/872553013553922048","0.0","0.0","14","12.0","['abeilles', 'coucherdesoleil', 'landes', 'macs', 'marensin']","#coucherdesoleil sur les #abeilles #landes #marensin #macs http://fb.me/ywGHxtOY "
"CyrilleGiquello","0.0","['AgnesBuzyn']","https://www.twitter.com/CyrilleGiquello/status/871265501468655617","0.0","1303.0","608","320.0","['StopNéonics', 'abeilles']","@AgnesBuzyn résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"CyrilleGiquello","0.0","['MezardJacques']","https://www.twitter.com/CyrilleGiquello/status/871265546343510016","0.0","1303.0","608","320.0","['StopNéonics', 'abeilles']","@MezardJacques résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs d'#abeilles"
"icko_apiculture","2.0","","https://www.twitter.com/icko_apiculture/status/871708871164821505","2.0","399.0","727","544.0","['JourneeMondialeEnvironnement', 'abeilles']","#JourneeMondialeEnvironnement : protégeons la planète, la nature, les #abeilles pour nos générations futures. 🌍🌳🐝"
"MEYREAline","0.0","","https://www.twitter.com/MEYREAline/status/870082758311280641","1.0","1671.0","76","302.0","['StopNeonics', 'abeilles']",".@MezardJacques Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies http://bit.ly/2qVvuvP "
"BienEtrePrTs","0.0","","https://www.twitter.com/BienEtrePrTs/status/872437996242391040","0.0","0.0","0","0.0","['LeSaviezVous', 'abeilles', 'reproduction', 'végétales']","[#LeSaviezVous?] Les #abeilles assurent plus des trois quarts de la #reproduction des espèces #végétales de la planète ! 🌍"
"ymanchon","0.0","","https://www.twitter.com/ymanchon/status/870162067310993409","0.0","0.0","0","0.0","['Jardin', 'Plantes', 'abeilles']","Le #Jardin des #Plantes ouvre à peine ses portes, et c'est déjà ""open bar"" pour les #abeilles !"
"30herboristerie","0.0","","https://www.twitter.com/30herboristerie/status/871839360223780864","0.0","0.0","0","0.0","['abeilles', 'apiculture', 'fleurs', 'herboristerie', 'mellifère']","Pensez aux plantes mellifères quand vous jardinez! #abeilles #fleurs #herboristerie #mellifère #apiculture"
"Cosme_conf","3.0","","https://www.twitter.com/Cosme_conf/status/872379119912308739","2.0","122.0","2743","3105.0","['abeilles', 'apiculture', 'beekeeping', 'bees', 'honey', 'miel', 'recolte', 'ruche']","Juin, l'heure du bilan, récolte de #miel ou non? http://crwd.fr/2sQa9Ce  #apiculture #beekeeping #honey #bees #abeilles #recolte #ruche"
"hostabee","7.0","['Ferme3_0']","https://www.twitter.com/hostabee/status/871683173800914944","3.0","3097.0","679","470.0","['EDay', 'LoRa', 'abeilles', 'sigfox', 'startup']","Installation du module B-Keep en 10 secondes à la @Ferme3_0 pour l'#EDay ce jeudi 8 juin on vous y attend ! #LoRa #sigfox #abeilles #startup"
"EVIWildlife","0.0","","https://www.twitter.com/EVIWildlife/status/870875216351830016","0.0","0.0","0","0.0","['Biodiversite', 'Insectes', 'Nature', 'abeilles']","Sur 10 ans, le taux de mortalité des #abeilles est passé de 5 à 30%. Info de @AlterEco_. #Insectes #Nature #Biodiversite"
"Label_Abeille","2.0","['FDJ']","https://www.twitter.com/Label_Abeille/status/870614089634111489","0.0","594.0","458","614.0","['abeilles', 'jeu', 'mieldor']","Belle idée le dernier #jeu @FDJ ! Envie de vous engager pour les #abeilles & de déguster votre propre #mieldor ? http://goo.gl/nFSC6C "
"IsaDoucet","0.0","","https://www.twitter.com/IsaDoucet/status/872083130726969344","0.0","517.0","1027","547.0","['abeilles']","Ces 200 végétaux qui attirent les #abeilles. La liste, c'est par ici => http://ow.ly/8B1j30cmhGH "
"mamaeditions","0.0","","https://www.twitter.com/mamaeditions/status/872045595988504578","0.0","3.0","443","345.0","['abeilles', 'demoiselles', 'livre', 'mamaeditions', 'nouveauté']","Celles que nous appellons Ouvrières, les #abeilles les appellent des #demoiselles. Vous aviez trouvé ? #mamaeditions #nouveauté #livre"
"TerroirDirect","2.0","['Min_Agriculture']","https://www.twitter.com/TerroirDirect/status/871814537573539840","2.0","501.0","943","87.0","['abeilles']","[Agriculture] 🐝 Abeilles Découvrez la liste des plantes attractives pour les #abeilles http://agriculture.gouv.fr/decouvrez-la-liste-des-plantes-attractives-pour-les-abeilles … @Min_Agriculture"
"FestimagesNatur","0.0","['FemininBio']","https://www.twitter.com/FestimagesNatur/status/871968566890946560","0.0","2528.0","598","946.0","['abeilles', 'miel', 'pollen', 'propolis']","#miel #pollen gelée royale cire #propolis venin Apithérapie les #abeilles au secours de notre beauté via @FemininBio"
"axel_decourtye","1.0","['ITSAPinstitut', 'INRAbeilles']","https://www.twitter.com/axel_decourtye/status/870180441323655168","0.0","0.0","0","0.0","['abeilles', 'ecobee']","Stratégie de l'éparpillement contre #abeilles suiveuses de observatoire #ecobee Visite piquante 😁du CS @ITSAPinstitut à @INRAbeilles"
"CirculR","4.0","","https://twitter.com/CirculR/status/872356752771166208","1.0","3301.0","5969","2004.0","['abeilles', 'economiecirculaire', 'emballages', 'zerowaste']","Et si on demandait aux #abeilles la solution pour des #emballages 100% naturels - http://bit.ly/2rKEsLg  #economiecirculaire #zerowaste"
"Samuel_Javelle","0.0","['EMLYON', 'makerslab_']","https://www.twitter.com/Samuel_Javelle/status/870577007087767555","0.0","852.0","259","222.0","['abeilles', 'earlymaker']","@EMLYON on installe les #abeilles dans les ruches connectées fabriquées @makerslab_ !!! #earlymaker"
"bee_bike","0.0","","https://www.twitter.com/bee_bike/status/871368354010935297","0.0","5.0","10","78.0","['StopNeonics', 'abeilles']",".@N_Hulot Arrêtez le massacre des #abeilles en signant le décret #StopNeonics contre avis Com° EU et lobbies Merci."
"habeetation","0.0","","https://twitter.com/habeetation/status/870680119177658370","0.0","0.0","0","0.0","['Dijon', 'abeilles', 'essaim', 'prototypes']","#prototypes installés à #Dijon ! 1 #essaim de 20000 #abeilles déjà en place :)"
"fredericbelang","1.0","","https://www.twitter.com/fredericbelang/status/870533378386296832","1.0","845.0","1050","2362.0","['SMARTCITY', 'SWTOURS', 'abeilles', 'ruches']","Sentin'ailes est ce matin à la DR du CA Touraine Poitou #SWTOURS #SMARTCITY #abeilles #ruches interconnectée avec…https://lnkd.in/dSvniU5 "
"lapiculture_rev","0.0","","https://www.twitter.com/lapiculture_rev/status/870593064326320128","0.0","0.0","405","7.0","['abeilles', 'abejas', 'abelha', 'ape', 'apicoltura', 'apiculture', 'bees']","Paris / 28°C - Ventilation 🐝💨 - #abeilles #bees #abejas #ape #abelha #apiculture #apicoltura… https://www.instagram.com/p/BU1ZwBTDT3x/ "
"MGWV_Dolphin","1.0","","https://www.twitter.com/MGWV_Dolphin/status/870891537307250689","0.0","0.0","0","0.0","['abeille', 'abeilles', 'bee', 'bees', 'bourdon', 'fleur']","Voici un très mignon bourdon 🐝 sur sa fleur 🌺 (photo prise samedi 2 juin) #bee #bees #bourdon #abeille #abeilles #fleur"
"bernard29440","0.0","","https://www.twitter.com/bernard29440/status/871691863551602688","0.0","11748.0","1294","839.0","['Finistère', 'abeilles', 'bretagne', 'fleurs', 'jardin', 'macro', 'rdvj']","#bretagne #Finistère nous n'étions pas les seuls au #rdvj... les #abeilles butinaient les belles #fleurs du #jardin! #macro"
"anou477","0.0","","https://www.twitter.com/anou477/status/871994493641293824","0.0","2357.0","238","247.0","['abeilles']","oui planter des lavandes des ceanothes du trefles blanc du tournesol... tres apprecier par nos amis les #abeilles"
"ACTA_asso","0.0","","https://www.twitter.com/ACTA_asso/status/870282148833619973","0.0","81.0","818","750.0","['IODA', 'ITAinnov2017', 'abeilles', 'basededonnées']","Mention spéciale ""initiative fédératrice"" remise à l'@ITSAPinstitut pour son projet #IODA #basededonnées #abeilles #ITAinnov2017"
"75jiboune","0.0","['EPhilippePM']","https://www.twitter.com/75jiboune/status/870708129943568384","0.0","0.0","0","0.0","['StopNéonics', 'abeilles']","@EPhilippePM Résistez à la Com° EU, signez le décret #StopNéonics interdisant les pesticides tueurs #abeilles"
"bioaddict","1.0","","https://www.twitter.com/bioaddict/status/871754421931319298","3.0","722.0","11015","445.0","['Agriculture', 'abeilles']","#Agriculture : les #abeilles transformées en esclaves de la pollinisation. Les scientifiques s'alarment. http://www.bioaddict.fr/article/agriculture-les-abeilles-transformees-en-esclaves-de-la-pollinisation-a5639p1.html …"
"nouvo","28.0","","https://www.twitter.com/nouvo/status/870905415373955072","26.0","84.0","14101","136.0","['abeilles']","Des ruches sur les balcons, dans les entreprises, dans les villes. Des #abeilles urbaines, solution pour les sauver d’une disparition. 🐝"
"Inra_France","11.0","","https://www.twitter.com/Inra_France/status/871645271012278272","24.0","407.0","17759","267.0","['Environnement', 'JME2017', 'abeilles']","[#JME2017 #Environnement] À lire # UrbanBees : Favoriser les #abeilles sauvages et la nature en ville http://url.inra.fr/1Kvovxc "
"FranceAgriMerFR","0.0","","https://www.twitter.com/FranceAgriMerFR/status/870551058468278272","1.0","91.0","1786","130.0","['FranceAgriMerFR', 'Nectarifère', 'abeilles', 'mellifère', 'plantes', 'pollinifère']","#FranceAgriMerFR Retrouvez la liste des #plantes attractives pour les #abeilles #Nectarifère #pollinifère #mellifère http://www.franceagrimer.fr/Stockage-Actualites/PPAM/2017/Liste-des-plantes-attractives-pour-les-abeilles/(filiere)/2 …"
"Cardtechnologie","0.0","","https://www.twitter.com/Cardtechnologie/status/871970681969405953","0.0","43.0","55","38.0","['abeilles', 'biodiversité']","Le journal Nanocar+ est sorti de presse! http://paper.li/Cardtechnologie/1454090610?edition_id=ccd81490-4a7d-11e7-bdd2-0cc47a0d15fd … #biodiversité #abeilles"
"axel_decourtye","0.0","","https://www.twitter.com/axel_decourtye/status/870562441268211712","0.0","0.0","0","0.0","['abeilles', 'umt_prade']","#umt_prade Journée Masters&saucissons à Avignon = travaux des stagiaires sur #abeilles & pique nique !"
"portulan","0.0","","https://www.twitter.com/portulan/status/871646758199328768","0.0","168.0","503","440.0","['Suisse', 'abeilles']","Trop d' #abeilles en #Suisse ??? !!!"
"kiwip_tech","0.0","['Hostabee']","https://www.twitter.com/kiwip_tech/status/870177383386624001","0.0","3160.0","482","315.0","['abeilles', 'connecte', 'ruches']","@Hostabee #connecte les #ruches pour sauver les #abeilles http://crwd.fr/2qbNUIs "
"Pescalune","0.0","","https://www.twitter.com/Pescalune/status/870534761411948544","0.0","752.0","3546","445.0","['abeilles']","5 façons d’aider les #abeilles domestiques http://bit.ly/2rxHiFi "
"hostabee","0.0","","https://www.twitter.com/hostabee/status/870934859631517696","0.0","3043.0","675","470.0","['abeilles', 'apiculture', 'rucheconnectee', 'startup']","🐝 Aujourd'hui on vous attend au Domaine de Mme Elisabeth à l'Orangerie pour vous présenter sa #rucheconnectee #abeilles #apiculture #startup"
"INRAbeilles","4.0","","https://www.twitter.com/INRAbeilles/status/870574687130185728","9.0","43.0","1590","31.0","['abeilles']","Liste de plantes attractives pour les #abeilles Plantes nectarifères et pollinifères à semer et à planter http://www.franceagrimer.fr//Stockage-Actualites/PPAM/2017/Liste-des-plantes-attractives-pour-les-abeilles …"
"CROUPIERE","0.0","","https://www.twitter.com/CROUPIERE/status/870262849897205760","0.0","","0","","['abeilles', 'néonicotinoïdes', 'pétition']","Nous n’avons jamais été aussi près de sauver les #abeilles en Europe http://sumof.us/308110205t?referrer_id=17897869 … #pétition #néonicotinoïdes"
"AbeillesQuebec","0.0","","https://www.twitter.com/AbeillesQuebec/status/870265482053550080","0.0","34.0","37","80.0","['Québec', 'abeilles', 'apiculture', 'artisansdelaruche', 'environnement', 'jdq', 'polqc']","Kiosque #apiculture avec #artisansdelaruche à l'APEL du Lac-St-Charles à #Québec ce dimanche 4 juin #environnement #abeilles #polqc #jdq"
"MezieresRichard","0.0","","https://www.twitter.com/MezieresRichard/status/871373828584353792","0.0","3.0","37","88.0","['abeilles', 'guyancourt', 'ruches']","De belles rencontres #ruches #abeilles #guyancourt"
"martinebilly","0.0","","https://www.twitter.com/martinebilly/status/872490532999766016","0.0","1044.0","84","164.0","['abeilles']","A la une - Le frelon asiatique sème la panique en Seine-et-Marne http://a.msn.com/01/fr-fr/BBCeYpq?ocid=st … #abeilles"
"ruchersmarensin","0.0","","https://www.twitter.com/ruchersmarensin/status/870888638917357570","0.0","0.0","14","12.0","['abeilles', 'apiculteur', 'combibienfermée']","Quand toutes les #abeilles ont décidé de te faire la peau #combibienfermée #apiculteur http://fb.me/1oS0kOXql "
"gabriel_hussy","0.0","","https://www.twitter.com/gabriel_hussy/status/870906188841484289","0.0","4.0","2969","1375.0","['abeilles']","Des ruches sur les balcons, dans les entreprises, dans les villes. Des #abeilles urbaines, solution pour les sauve… https://twitter.com/i/web/status/870905415373955072 …"
